title,authors,year,source,paper,citations no.
""" Like in a Looking-Glass"": History and Narrative in Wide Sargasso Sea",L Erwin,1989,https://www.jstor.org/stable/1345800,,73
Insanity and the realities of history in early modern England,M MacDonald,1981,https://www.cambridge.org/core/journals/psychological-medicine/article/insanity-and-the-realities-of-history-in-early-modern-england/A75598A1257F50138A5B2E92573178AD,,73
Irish History and Mythology in James Joyce's 'The Dead',JV Kelleher,1965,https://www.cambridge.org/core/journals/review-of-politics/article/irish-history-and-mythology-in-james-joyces-the-dead/D5091BA6CB2770086CE3C169A32594A4,,73
"The history of near infrared spectroscopic analysis: Past, present and future"" From sleeping technique to the morning star of spectroscopy""",T Davies,1998,https://analusis.edpsciences.org/articles/analusis/pdf/1998/04/m060498.pdf,https://analusis.edpsciences.org/articles/analusis/pdf/1998/04/m060498.pdf,73
Memory effects in polymers. II. Processing history vs. crystallization rate of nylon 6—observation of phenomenon and product behavior,"YP Khanna, AC Reimschuessel…",1988,https://onlinelibrary.wiley.com/doi/abs/10.1002/pen.760282405,,73
Load minimization of the genetic code: history does not explain the pattern,"SJ Freeland, LD Hurst",1998,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.1998.0547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1689495/pdf/1DPXJTYK7BH2A7AT_265_2111.pdf,73
Some aspects of the life history of Siganus canaliculatus (Park)(Pisces: Siganidae) in Palau,"JJ Hasse, BB Madraisau, JP McVey",1977,https://micronesica.org/sites/default/files/some_aspects_of_the_life_history_of_siganus_canaliculatus_park_pisces-_siganidae_in_palau-micronesica_vol._13_no._2_dec._1977o.pdf,https://micronesica.org/sites/default/files/some_aspects_of_the_life_history_of_siganus_canaliculatus_park_pisces-_siganidae_in_palau-micronesica_vol._13_no._2_dec._1977o.pdf,73
Polyphase history and kinematics of a complex major fault zone in the northern Taiwan mountain belt: The Lishan fault,"JC Lee, J Angelier, HT Chu",1997,https://www.sciencedirect.com/science/article/pii/S0040195196003009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.485.7015&rep=rep1&type=pdf,73
Holocene history of catastrophic hurricane landfalls along the Gulf of Mexico coast reconstructed from coastal lake and marsh sediments,"K Liu, ML Fearn",2000,https://www.researchgate.net/profile/Kam-Biu-Liu/publication/268357390_Holocene_History_of_Catastrophic_Hurricane_Landfalls_along_the_Gulf_of_Mexico_Coast_Reconstructed_from_Coastal_Lake_and_Marsh_Sediments/links/54f372bb0cf299c8d9e50b28/Holocene-History-of-Catastrophic-Hurricane-Landfalls-along-the-Gulf-of-Mexico-Coast-Reconstructed-from-Coastal-Lake-and-Marsh-Sediments.pdf,https://www.researchgate.net/profile/Kam-Biu-Liu/publication/268357390_Holocene_History_of_Catastrophic_Hurricane_Landfalls_along_the_Gulf_of_Mexico_Coast_Reconstructed_from_Coastal_Lake_and_Marsh_Sediments/links/54f372bb0cf299c8d9e50b28/Holocene-History-of-Catastrophic-Hurricane-Landfalls-along-the-Gulf-of-Mexico-Coast-Reconstructed-from-Coastal-Lake-and-Marsh-Sediments.pdf,73
"The Welsh People: Chapters on Their Origin, History, Laws, Language, Literature, and Characteristics","J Rhys, D Brynmor-Jones",1909,,,73
Evolutionary history of the enolase gene family,"MR Tracy, SB Hedges",2000,https://www.sciencedirect.com/science/article/pii/S037811190000439X,http://www.hedgeslab.org/pubs/121.pdf,73
Genetic variation and ecotypic differentiation in the wild rice species Oryza rufipogon. I. Population differentiation in life-history traits and isozymic loci,P BARBIER,1989,https://www.jstage.jst.go.jp/article/ggs1921/64/4/64_4_259/_article/-char/ja/,https://www.jstage.jst.go.jp/article/ggs1921/64/4/64_4_259/_pdf,73
Life history evolution in guppies (Poecilia reticulata): guppies as a model for studying the evolutionary biology of aging,DN Reznick,1997,https://www.researchgate.net/profile/David-Reznick/publication/14025174_Life_history_evolution_in_guppies_Poecilia_reticulata_Guppies_as_a_model_for_studying_the_evolutionary_biology_of_aging/links/5a83928baca272d6501ebdf6/Life-history-evolution-in-guppies-Poecilia-reticulata-Guppies-as-a-model-for-studying-the-evolutionary-biology-of-aging.pdf,https://www.researchgate.net/profile/David-Reznick/publication/14025174_Life_history_evolution_in_guppies_Poecilia_reticulata_Guppies_as_a_model_for_studying_the_evolutionary_biology_of_aging/links/5a83928baca272d6501ebdf6/Life-history-evolution-in-guppies-Poecilia-reticulata-Guppies-as-a-model-for-studying-the-evolutionary-biology-of-aging.pdf,73
A Cainozoic history of Australia's southeast highlands,"JG Jones, JJ Veevers",1982,https://www.tandfonline.com/doi/abs/10.1080/00167618208729189,,73
Unilateral multicystic dysplastic kidney disease: defining the natural history. Anglia Paediatric Nephrourology Group.,"S Sukthankar, AR Watson",2000,https://europepmc.org/article/med/10943963,,73
"Ecology, life history, and phylogeny of outbreak and nonoutbreak species",AF Hunter,1995,https://books.google.com/books?hl=en&lr=lang_en&id=o3AJTTcpgBsC&oi=fnd&pg=PA41&dq=history&ots=HIzwPGzbcg&sig=UZxPB8dDI4-xZCChv_6kHJH_Xrk,,73
The Naval War of 1812: A Documentary History,WS Dudley,1985,https://books.google.com/books?hl=en&lr=lang_en&id=DSO6XcECD_cC&oi=fnd&pg=PP24&dq=history&ots=NKSux7Fzan&sig=CM1NFOkVLqXSH2dbcv90LWmuP2c,https://books.google.com/books?hl=en&lr=lang_en&id=DSO6XcECD_cC&oi=fnd&pg=PP24&dq=history&ots=NKSux7Fzan&sig=CM1NFOkVLqXSH2dbcv90LWmuP2c,73
"… -literature of Bengal:(being Lectures Delivered to the Calcutta University in 1917, as Ramtanu Lahiri Research Fellow in the History of Bengali Language …",D Sen,1920,,,73
Exaggerated blood pressure responses to submaximal exercise in normotensive adolescents with a family history of hypertension.,"D Molineux, A Steptoe",1988,https://europepmc.org/article/med/3385200,,73
"A short, eclectic history of exocrine pancreatic insufficiency and chronic pancreatitis",EP DiMagno,1993,https://www.sciencedirect.com/science/article/pii/0016508593903327,,73
Urinary cotinine and parent history (questionnaire) as indicators of passive smoking and predictors of lower respiratory illness in infants,"PA Margolis, LL Keyes, RA Greenberg…",1997,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1099-0496(199706)23:6%3C417::AID-PPUL4%3E3.0.CO;2-F,,73
The Right to Bear Arms: A Phenomenon of Constitutional History,RJ Rohner,1966,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/cathu16&section=9,https://scholarship.law.edu/cgi/viewcontent.cgi?article=2902&context=lawreview,73
"Catch history and initial population of white whales(Delphinapterus leucas) in the river and Gulf of St. Lawrence, eastern Canada.","RR Reeves, E Mitchell",1984,,,73
Caucuses of 1860: A History of the National Political Conventions of the Current Presidential Campaign: Being a Complete Record of the Business of All the …,M Halstead,1860,https://books.google.com/books?hl=en&lr=lang_en&id=W5gILfiC9yUC&oi=fnd&pg=PA1&dq=history&ots=1jmYTB744i&sig=fNTFOTEKqy3afY9kkGmeNQM1gpc,https://books.google.com/books?hl=en&lr=lang_en&id=W5gILfiC9yUC&oi=fnd&pg=PA1&dq=history&ots=1jmYTB744i&sig=fNTFOTEKqy3afY9kkGmeNQM1gpc,73
"A history of cleavage and folding: an example from the Goldenville Formation, Nova Scotia","JR Henderson, TO Wright…",1986,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-abstract/97/11/1354/203119,,73
The T 54 allele of the intestinal fatty acid-binding protein 2 is associated with a parental history of stroke,"M Carlsson, M Orho-Melander…",2000,https://academic.oup.com/jcem/article-abstract/85/8/2801/2852754,https://academic.oup.com/jcem/article/85/8/2801/2852754,72
Social history of nineteenth century mathematics,"H Mehrtens, HJM Bos, I Schneider",1981,https://link.springer.com/content/pdf/10.1007/978-1-4684-9491-4.pdf,,72
"The Bombyliidae of the Ethiopian Region, based on Material in the British Museum (Natural History).",M Bezzi,1924,https://www.cabdirect.org/cabdirect/abstract/19240501435,,72
The greatest happiness of the greatest number: the history of Bentham's phrase,R Shackleton,1993,,,72
Spanish Texas and Borderlands Historiography in Transition: Implications for United States History,"GE Poyo, GM Hinojosa",1988,https://www.jstor.org/stable/1887864,,72
A History of Travel in America,S Dunbar,1915,,,72
Some points of analysis and their history,L Gårding,1997,https://books.google.com/books?hl=en&lr=lang_en&id=CefxBwAAQBAJ&oi=fnd&pg=PP1&dq=history&ots=53oRi_gFqq&sig=ZBx5Fi2273foqZWl1l4pL7c-K6g,,72
"Quaternary glacial history of mount Olympus, Greece","GW Smith, R Damian Nance…",1997,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-abstract/109/7/809/183264,https://www.academia.edu/download/49161853/Smith_et_al._1997.pdf,72
Frequency of family history in vasovagal syncope.,"CJ Mathias, K Deguchi",1998,https://elibrary.ru/item.asp?id=3350626,,72
History of diffusion batteries in aerosol measurements,EO Knutson,1999,https://www.tandfonline.com/doi/abs/10.1080/027868299304192,https://www.tandfonline.com/doi/pdf/10.1080/027868299304192,72
Early feeding history of children with learning disorders,JH Menkes,1977,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8749.1977.tb07966.x,,72
LIFE HISTORY AND HABITS OF THE PIGEON LOUSE1 (COLUMBICOLA COLUMBAE [LINNAEUS [),M Martin,1934,https://www.cambridge.org/core/journals/canadian-entomologist/article/life-history-and-habits-of-the-pigeon-louse1-columbicola-columbae-linnaeus/C61A0369BE84FB1BEC5C3D9C875C48A5,https://scholarship.rice.edu/bitstream/handle/1911/104248/RICE1877.pdf?sequence=1,72
Association between weight cycling history and bone mineral density in premenopausal women,"M Fogelholm, H Sievänen, A Heinonen…",1997,https://link.springer.com/article/10.1007/BF01623777,,72
Intralacustrine movements of Galaxias maculatus (Galaxiidae) and Ondontesthes microlepidotus (Atherinidae) during their early life history,"VE Cussac, PM Cervellini, MA Battini",1992,https://link.springer.com/article/10.1007/BF00002189,https://www.researchgate.net/profile/Victor-Cussac/publication/225236909_Intralacustrine_movements_of_Galaxias_maculatus_Galaxiidae_and_Ondontesthes_microlepidotus_Atherinidae_during_their_early_life_history/links/0c96053aca05770ff4000000/Intralacustrine-movements-of-Galaxias-maculatus-Galaxiidae-and-Ondontesthes-microlepidotus-Atherinidae-during-their-early-life-history.pdf,72
"The Empire Writes Back"": Language and History in"" Shame"" and"" Midnight's Children",A Srivastava,1989,https://journalhosting.ucalgary.ca/index.php/ariel/article/view/33198/27245,https://journalhosting.ucalgary.ca/index.php/ariel/article/view/33198/27245,72
Forty-five years of man–machine systems: history and trends,TB Sheridan,1986,https://www.sciencedirect.com/science/article/pii/B9780080325668500060,,72
Aborigines and tin mining in north Queensland: A case study in the anthropology of contact history,C Anderson,1983,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1835-9310.1983.tb00722.x,https://www.academia.edu/download/42732151/Aborigines_and_tin_mining_in_NQ_Anderson_1983_Mankind_V.13__No_6_Pp_473-498.pdf,72
History and Prophecy: Oswald Spengler and the Decline of the West,KP Fischer,1989,https://philpapers.org/rec/FISHAP-3,,72
"Talent, history, and the fulfillment of promise","GH Elder Jr, EK Pavalko, TJ Hastings",1991,https://www.tandfonline.com/doi/pdf/10.1080/00332747.1991.11024555,,72
"Organic geochemistry as an aid in the interpretation of the history of oil migration into different reservoirs at the Hibernia K-18 and Ben Nevis I-45 wells, Jeanne d'Arc …","MG Fowler, PW Brooks",1990,https://www.sciencedirect.com/science/article/pii/0146638090900625,,72
Apostolic History and The Gospel. Biblical and Historical Essays presented to FF Bruce on his 60th Birthday,WW Gasque,1970,https://www.biblicalstudies.org.uk/book_apostolic_history.html,,72
A toxicity test in artificial soil based on the life‐history strategy of the nematode Plectus acuminatus,"JE Kammenga, PHG Van Koert…",1996,https://setac.onlinelibrary.wiley.com/doi/abs/10.1002/etc.5620150517,,72
The natural history of acute rheumatic fever in Kuwait: a prospective six year follow-up report,"HA Majeed, AM Yousof, FA Khuffash, AR Yusuf…",1986,https://www.sciencedirect.com/science/article/pii/0021968186901220,,72
History and future of superconvergence in three-dimensional finite element methods,"J Brandts, M Krizek",2000,https://dspace.library.uu.nl/handle/1874/2524,https://dspace.library.uu.nl/bitstream/handle/1874/2524/1155.pdf?sequence=1,72
The history of plant use and man's impact on the vegetation,JM Powell,1982,https://link.springer.com/chapter/10.1007/978-94-009-8632-9_9,,72
Mating system consequences on resistance to herb ivory and life history traits in Datura stramonium,"J Núnez‐Farfán, RA Cabrales‐Vargas…",1996,https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/j.1537-2197.1996.tb12801.x,,72
Polar glaciers and life at the equator: The history of Dinantian and Namurian (Carboinferous) climate,"A Raymond, PH Kelley, CB Lutken",1989,https://pubs.geoscienceworld.org/gsa/geology/article-abstract/17/5/408/204851,,72
"History, survival, and growth patterns of B6C3F1 mice and F344 rats in the National Cancer Institute Carcinogenesis Testing Program","TP Cameron, RL Hickman, MR Kornreich…",1985,https://academic.oup.com/toxsci/article-abstract/5/3/526/1681557,https://www.academia.edu/download/48576667/0272-0590_2885_2990100-920160904-13914-1ve32z6.pdf,72
The convergence of the critical race theory workshop with LatCrit theory: A history,SL Phillips,1998,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/umialr53&section=60,https://digitalcommons.law.buffalo.edu/cgi/viewcontent.cgi?article=1268&context=journal_articles,72
"The History of the Colony of Nova-Cæsaria, Or New-Jersey: Containing, an Account of Its First Settlement, Progressive Improvements, the Original and …",S Smith,1877,https://books.google.com/books?hl=en&lr=lang_en&id=lcw6AQAAMAAJ&oi=fnd&pg=PA126&dq=history&ots=9U6dc7lv2v&sig=s_FvI9EFzKlrviMKQPDsrVoamCg,https://books.google.com/books?hl=en&lr=lang_en&id=lcw6AQAAMAAJ&oi=fnd&pg=PA126&dq=history&ots=9U6dc7lv2v&sig=s_FvI9EFzKlrviMKQPDsrVoamCg,72
"American Presbyterianism: Its Origin and Early History: Together with an Appendix of Letters and Documents, Many of which Have Recently Been Discovered",CA Briggs,1885,https://books.google.com/books?hl=en&lr=lang_en&id=Sn18W5K-VUQC&oi=fnd&pg=PA1&dq=history&ots=HKAvvXToEa&sig=mlvR4EZ_aofgRP9RZwVmL3DYu4I,https://books.google.com/books?hl=en&lr=lang_en&id=Sn18W5K-VUQC&oi=fnd&pg=PA1&dq=history&ots=HKAvvXToEa&sig=mlvR4EZ_aofgRP9RZwVmL3DYu4I,72
"The War Between the Union and the Confederacy, and Its Lost Opportunities, with a History of the 15th Alabama Regiment and the Forty-eight Battles in …",WC Oates,1905,,,72
The natural history of the Long-billed Marsh Wren,WA Welter,1935,https://www.jstor.org/stable/4156367,,72
"Chlamydia trachomatis among sexually active teenage girls. Lack of correlation between chlamydial infection, history of the patient and clinical signs of infection","VA RAHM, H GNARPE…",1988,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-0528.1988.tb06580.x,,72
"Structural, catalytic, and functional properties of low Mr phosphotyrosine protein phosphatases. Evidence of a long evolutionary history","G Ramponi, M Stefani",1997,https://www.sciencedirect.com/science/article/pii/S1357272596001094,,72
Plasma apolipoprotein concentrations in young adults with a parental history of premature coronary heart disease and in control subjects. The EARS Study. European …,"M Rosseneu, JC Fruchart, JM Bard, V Nicaud…",1994,https://www.ahajournals.org/doi/abs/10.1161/01.cir.89.5.1967,https://www.ahajournals.org/doi/pdf/10.1161/01.CIR.89.5.1967,72
Correlation of human lymphocyte SCE frequency with smoking history,"GK Livingston, RM Fineman",1983,https://www.sciencedirect.com/science/article/pii/0165799283900386,,72
The life-history of Padina pavonia. I. The structure and cytology of the tetrasporangial plant,PW Carter,1927,https://www.jstor.org/stable/43237050,,72
The natural history of changing patterns of angina pectoris,H Levy,1956,https://www.acpjournals.org/doi/pdf/10.7326/0003-4819-44-6-1123,,72
Patterns of allergic respiratory disease in children with a past history of bronchiolitis,"B Zweiman, WF Schoenwetter, JE Pappano Jr…",1971,https://www.sciencedirect.com/science/article/pii/0091674971900297,,72
The natural history of cirrhosis: The influence of alcohol and prior hepatitis on pathology and prognosis,AJ Garceau…,1964,https://www.nejm.org/doi/full/10.1056/NEJM196412032712301,,72
The lasting of the Mohicans: History of an American myth,M Barker,1995,https://books.google.com/books?hl=en&lr=lang_en&id=HoP5quwGB7QC&oi=fnd&pg=PR7&dq=history&ots=GwdgHydz-d&sig=9ZF1219XECPWkhDSRMV7E-w1ZN8,,71
"British history, 1660-1832: national identity and local culture",A Murdoch,1999,https://books.google.com/books?hl=en&lr=lang_en&id=NE5dDwAAQBAJ&oi=fnd&pg=PR9&dq=history&ots=JimSsqoq_U&sig=H-o-QtvybFClrFPqO4y0x418q8U,https://era.ed.ac.uk/bitstream/handle/1842/593/Chapter_5.pdf.pdf?sequence=2&isAllowed=y,71
A Documentary History of the African Theatre,G Thompson,1998,https://books.google.com/books?hl=en&lr=lang_en&id=YJM9FRyTwrEC&oi=fnd&pg=PR9&dq=history&ots=T40MOFlQ4i&sig=2-9BvBwchcAxJXuGc1dugoQBmNI,,71
A History of the New York Iroquois: Now Commonly Called the Six Nations,WM Beauchamp,1905,,,71
Towards a history of viennese chamber music in the early classical period,J Webster,1974,https://www.jstor.org/stable/830559,,71
… of History: The Great Mongol Empires of the land ways and the new empires of the sea ways; The age of the great powers; The next stage in history,HG Wells,1920,,,71
A contribution to the life history of the Pontederiaceae,WR Smith,1898,https://www.journals.uchicago.edu/doi/pdf/10.1086/327686,https://www.journals.uchicago.edu/doi/pdf/10.1086/327686,71
Sources for a history of the ternary diagram,RJ Howarth,1996,https://www.cambridge.org/core/journals/british-journal-for-the-history-of-science/article/sources-for-a-history-of-the-ternary-diagram/E8DF73C8E8EB183E6F68B7119AE18F71,,51
Resonant cavities in the history of architectural acoustics,"RG Arns, BE Crawford",1995,https://www.jstor.org/stable/3106343,,51
Age at onset of ovarian cancer in women with a strong family history of ovarian cancer,"JM Goldberg, MS Piver, MF Jishi, L Blumenson",1997,https://www.sciencedirect.com/science/article/pii/S0090825897947375,,50
The History of the Future of International Relations1,DJ Puchala,1994,https://www.cambridge.org/core/journals/ethics-and-international-affairs/article/history-of-the-future-of-international-relations1/6D706A676B77BF7F3359A3B223756949,,49
The history of medical education in Britain,"V Nutton, R Porter",1995,https://books.google.com/books?hl=en&lr=lang_en&id=IQSqsB4HPLsC&oi=fnd&pg=PR7&dq=history&ots=E8rlnEhJ07&sig=wzrhkYVk0jNMkSg0_jinK5-Dayc,,49
History of the treatment of psoriasis,EM Farber,1992,https://www.sciencedirect.com/science/article/pii/0190962292702325,,49
Cooling history of some Antarctic ureilites,"M Miyamoto, H Takeda…",1985,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB090iS01p00116,https://adsabs.harvard.edu/full/1985LPSC...16..116M,49
"The College Board and the School Curriculum. A History of the College Board's Influence on the Substance and Standards of American Education, 1900-1980 …",JA Valentine,1987,https://eric.ed.gov/?id=ED285443,,49
"Godwin and the Republican romance: genre, politics, and the contingency in cultural history",J Klancher,1995,https://go.gale.com/ps/i.do?id=GALE%7CA17192478&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00267929&p=AONE&sw=w,,49
The history of war,P Paret,1971,https://www.jstor.org/stable/20024009,,48
What is doing history? The use of history to understand the constitution of contemporary psychological objects,LM Blackman,1994,https://journals.sagepub.com/doi/abs/10.1177/0959354394044002,,48
Innovative integration of technology in an undergraduate history course,"NB Milman, WF Heinecke",2000,https://www.tandfonline.com/doi/abs/10.1080/00933104.2000.10505923,,48
A history of vodka,"VV Pokhlebkin, W Pokhlebkin",1992,https://books.google.com/books?hl=en&lr=lang_en&id=esHVFxS0F8YC&oi=fnd&pg=PR8&dq=history&ots=GfgoKFvhSV&sig=8LWeVIg1w6g1tlmNwC2hE8bho4E,,48
The concept of the genus: I. History of the generic concept in botany,HH Bartlett,1940,https://www.jstor.org/stable/2481068,,48
Abū ʿAbdallāh al-Khwārazmī on the technical terms of the secretary's art: A Contribution to the administrative history of Mediaeval Islam,CE Bosworth,1969,https://www.jstor.org/stable/3596056,,48
The political history of eighteenth-century Scotland,J Shaw,1999,https://books.google.com/books?hl=en&lr=lang_en&id=1k5dDwAAQBAJ&oi=fnd&pg=PP7&dq=history&ots=eNxe608r81&sig=2vT2rGOs3hAguAVL4ND2PkL_CKI,,48
The history of the Anglo-Saxons from the earliest period to the Norman conquest,S Turner,1840,https://books.google.com/books?hl=en&lr=lang_en&id=_E9QAAAAcAAJ&oi=fnd&pg=PA8&dq=history&ots=F4b78R46A3&sig=gSE00brMJEq1BPmgzMv1efBTrBQ,https://books.google.com/books?hl=en&lr=lang_en&id=_E9QAAAAcAAJ&oi=fnd&pg=PA8&dq=history&ots=F4b78R46A3&sig=gSE00brMJEq1BPmgzMv1efBTrBQ,48
The Development of the Natural History Essay in American Literature...,PM Hicks,1924,,,48
Abundance and life history ofNeomysis intermedia Czerniawsky in Lake Kasumigaura,"H Toda, M Takahashi, S Ichimura",1982,https://link.springer.com/article/10.1007/BF00008096,,48
Natural and modified history of isolated ventricular septal defect: a 17-year study,"P Frontera-Izquierdo, G Cabezuelo-Huerta",1992,https://link.springer.com/article/10.1007/BF00838775,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1066.3154&rep=rep1&type=pdf,48
Tectonic history of Denver basin,AW McCoy III,1953,https://pubs.geoscienceworld.org/aapgbull/article-abstract/37/8/1873/33936,,48
Biographical sketches of the graduates of Yale College: With annals of the college history,FB Dexter,1885,https://books.google.com/books?hl=en&lr=lang_en&id=3KlGAQAAMAAJ&oi=fnd&pg=PA1&dq=history&ots=GmI7b9esx8&sig=uyYlAmxMuXFZqMZqnwUX_vVk30I,https://books.google.com/books?hl=en&lr=lang_en&id=3KlGAQAAMAAJ&oi=fnd&pg=PA1&dq=history&ots=GmI7b9esx8&sig=uyYlAmxMuXFZqMZqnwUX_vVk30I,48
… of the Comparative Strength of Great-Britain: And of the Losses of Her Trade from Every War Since the Revolution: with an Introduction of Previous History,G Chalmers,1802,https://books.google.com/books?hl=en&lr=lang_en&id=SMG0DhudpWMC&oi=fnd&pg=PR1&dq=history&ots=bU3CL49amI&sig=fhCP3lBEOnfKr0Y7kX6Wqrpi5oQ,https://books.google.com/books?hl=en&lr=lang_en&id=SMG0DhudpWMC&oi=fnd&pg=PR1&dq=history&ots=bU3CL49amI&sig=fhCP3lBEOnfKr0Y7kX6Wqrpi5oQ,48
Austronesian culture history through reconstructed vocabulary (an overview),R Zorc,1994,https://openresearch-repository.anu.edu.au/bitstream/1885/253801/1/PL-C127.541.pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/253801/1/PL-C127.541.pdf,48
Relationship of airborne microorganisms with the lung function and leucocyte levels of workers with a history of humidifier fever,"E Kateman, D Heederik, TM Pal, M Smeets…",1990,https://www.jstor.org/stable/40965829,https://www.researchgate.net/profile/Erik-Kateman/publication/40177080_Relationship_of_airborne_microorganisms_with_the_lung_function_and_leucocyte_levels_of_workers_with_a_history_of_humidifier_fever/links/5458c38c0cf26d5090acf072/Relationship-of-airborne-microorganisms-with-the-lung-function-and-leucocyte-levels-of-workers-with-a-history-of-humidifier-fever.pdf,48
"The Health Care Quality Improvement Act of 1986: its history, provisions, applications and implications",SL Horner,1990,https://www.cambridge.org/core/journals/american-journal-of-law-and-medicine/article/health-care-quality-improvement-act-of-1986-its-history-provisions-applications-and-implications/B0F6C78F5C6AF7B1E7297DF4A0CD8065,,47
The role of medical history in medical education,EH Ackerknecht,1947,https://www.jstor.org/stable/44441138,,47
History of the impact of man on the distribution of plant species,KV Sykora,1990,https://link.springer.com/chapter/10.1007/978-94-009-1876-4_3,,47
A Trilogy on Errors in the History of Computing,"N Metropolis, J Worlton",1980,https://ieeexplore.ieee.org/abstract/document/4392895/,,47
HUMAN IMPACTSON TIDAL WETLANDS: HISTORY AND REGULATIONS,R Rozsa,1995,https://digitalcommons.conncoll.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1034&context=arbbulletins#page=45,https://digitalcommons.conncoll.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1034&context=arbbulletins#page=45,47
The history of suffrage in Virginia,JAC Chandler,1901,,,47
Notes on the history of the general equations of hydrodynamics,C Truesdell,1953,https://www.tandfonline.com/doi/pdf/10.1080/00029890.1953.11988323,,47
History of the Orphan Brigade,EP Thompson,1898,,,47
Changes in hemodynamic parameters and volume homeostasis with the menstrual cycle among women with a history of preeclampsia,"MEA Spaanderman, E Van Beek, THA Ekhart…",2000,https://www.sciencedirect.com/science/article/pii/S0002937800701736,,47
Stabilised money: A history of the movement,I Fisher,1935,https://dspace.gipe.ac.in/xmlui/bitstream/handle/10973/23592/GIPE-010174.pdf?sequence=3,https://dspace.gipe.ac.in/xmlui/bitstream/handle/10973/23592/GIPE-010174.pdf?sequence=3,47
The dendrochronology of fire history,MA Stokes,1980,https://www.fs.usda.gov/treesearch/treesearch/pubs/download/41408.pdf#page=7,https://www.fs.usda.gov/treesearch/treesearch/pubs/download/41408.pdf#page=7,47
"The History of a Lie:"" The Protocols of the Wise Men of Zion""; a Study",H Bernstein,1921,,,47
Stress history of the Moon,GJF MacDonald,1960,https://www.sciencedirect.com/science/article/pii/0032063360900234,,47
"Neogene basin history and paleomagnetism of a rifted and inverted forearc region, on-and offshore Sumba, Eastern Indonesia","AR Fortuin, W Van der Werff, H Wensink",1997,https://www.sciencedirect.com/science/article/pii/S0743954796000815,https://dspace.library.uu.nl/bitstream/handle/1874/19036/fortuin_97_neogene.pdf?sequence=1,47
"Coexistence of anadromous and resident life history styles of pond smelt, Hypomesus nipponensis, in Lake Ogawara, Japan, as determined by analyses of otolith …","S Katayama, RL Radtke, M Omori, DJ Shafer",2000,https://link.springer.com/article/10.1023/A:1007682729460,,47
A nonparametric multiplicative hazard model for event history analysis,"L Fahrmeir, A Klinger",1998,https://www.jstor.org/stable/2337388,https://epub.ub.uni-muenchen.de/1416/1/paper_12.pdf,47
"The relationship between nutritional status and physical activity, ulcer history and ulcer‐related problems in patients with leg and foot ulcers","U Wissing, M Unosson",1999,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-6712.1999.tb00526.x,https://www.diva-portal.org/smash/record.jsf?pid=diva2:544798,47
British late glacial and Holocene climatic history reconstructed from land snail assemblages,"DD Rousseau, R Preece, N Limondin-Lozouet",1998,https://pubs.geoscienceworld.org/gsa/geology/article-abstract/26/7/651/206938,http://www.ceres.ens.fr/IMG/file/DenisPDF/DDR-PDF-papers/DDR-A40.pdf,47
The natural history of late‐onset epilepsy secondary to vascular disease,"DR Fish, DH Miller, RC Roberts…",1989,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0404.1989.tb03921.x,,47
Life history of the sea-lions on the California coast,J Rowley,1929,https://www.jstor.org/stable/1374097,,47
The history of the phantom in congenitally absent limbs,"RJ Vetter, S Weinstein",1967,https://www.sciencedirect.com/science/article/pii/002839326790005X,,47
Notes on the Life History and Ecology of Isoperla clio (Newman) and Isogenus decisus Walker (Plecopter: Perlodidae),"GW Minshall, JN Minshall",1966,https://www.jstor.org/stable/2423090,,47
Contributions of wild relatives of maize to the evolutionary history of domesticated maize: a synthesis of divergent hypotheses I,LF Randolph,1976,https://link.springer.com/article/10.1007/BF02904654,,47
"The taming of Reformation: preachers, pastors and parishioners in Elizabethan and early Stuart England",C Haigh,2000,https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-229X.00164,,47
"Prenatal history of infants with birth weights of 1,500 grams or less","MG Wilson, AH Parmelee Jr, MH Huggins",1963,https://www.sciencedirect.com/science/article/pii/S0022347663801973,,47
Interpretation of Depositional and Diagenetic History of Cambrian-Ordovician Succession of Northwest Scotland: Chapter 45: Northwestern Border of the Orogenic …,K Swett,1969,https://archives.datapages.com/data/specpubs/history3/data/a106/a106/0001/0600/0630.htm,,47
