title,authors,year,source,paper,citations no.
Serum 25‐hydroxyvitamin D3 is related to physical activity and ethnicity but not obesity in a multicultural workforce,"R Scragg, I Holdaway, V Singh…",1995.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1445-5994.1995.tb01526.x,,116
Gymnastics: The ancient tradition,C Despeux,1989.0,,,116
"Gender and the Action Heroine: Hardbodies and the"" Point of No Return""",JA Brown,1996.0,https://www.jstor.org/stable/1225765,,116
"War and apology: Japan, Asia, the fiftieth, and after",N Field,1997.0,https://read.dukeupress.edu/positions/article-abstract/5/1/1/21915,,115
After physical education… physical activity outside of school physical education programs,"JG Ross, CO Dotson, GG Gilbert…",1985.0,https://www.tandfonline.com/doi/pdf/10.1080/07303084.1985.10603691,https://www.researchgate.net/profile/James-Ross-20/publication/274620295_The_National_Children_and_Youth_Fitness_Study_After_Physical_Education_Physical_Activity_outside_of_School_Physical_Education_Programs/links/5a6bc484a6fdcc317b159e95/The-National-Children-and-Youth-Fitness-Study-After-Physical-Education-Physical-Activity-outside-of-School-Physical-Education-Programs.pdf,115
Cardiovascular and ventilatory responses during formalized T'ai Chi Chuan exercise,"DD Brown, WG Mucci, RK Hetzler…",1989.0,https://www.tandfonline.com/doi/abs/10.1080/02701367.1989.10607447,,115
The aetiology of sport injuries,"SD Walter, JR Sutton, JM McIntosh, C Connolly",1985.0,https://link.springer.com/article/10.2165/00007256-198502010-00005,,114
Selected personality traits of martial artists as measured by the adjective checklist,"RB Duthie, L Hope, DG Barker",1978.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1978.47.1.71,,114
The fulfillment of promise: Minority valedictorians and salutatorians,KD Arnold,1993.0,https://muse.jhu.edu/article/644669/summary,,114
Ten lectures on theories of the dance,D Williams,1991.0,,,113
The Effects of Resistance and Martial Arts Training in 6-to 8-Year-Old Boys.,"B Falk, G Mor",1996.0,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08998493&AN=20752359&h=RDcqI0R47c7K%2B7R0WIADRlC2KvD%2FuFUSv%2FLJGb1i0lSP4opJIlvCE%2FRChjJFZ7HH%2FTeHbVwkCjswdj45idVcaw%3D%3D&crl=c,,110
"Crime, law and state authority in Indonesia",D Bourchier,1990.0,https://www.academia.edu/download/40753915/Law__Crime_and_State_Authority_in_Indonesia_in_Budiman.pdf,https://www.academia.edu/download/40753915/Law__Crime_and_State_Authority_in_Indonesia_in_Budiman.pdf,108
Birth without violence,F Leboyer,1990.0,,,107
Traditional Asian martial arts training: A review,JC Cox,1993.0,https://www.tandfonline.com/doi/abs/10.1080/00336297.1993.10484094,,107
The Court-Martial: An Historical Survey,DA Schlueter,1980.0,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/milrv87&section=8,https://commons.stmarytx.edu/cgi/viewcontent.cgi?article=1326&context=facarticles,106
Personality characteristics and duration of ATA Taekwondo training,"M Kurian, LC Caterino…",1993.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1993.76.2.363,,106
"The effect of karate training on flexibility, muscle strength, and balance in 8-to 13-year-old boys","MA Violan, EW Small…",1997.0,https://journals.humankinetics.com/view/journals/pes/9/1/article-p55.xml,,105
"Length of training, hostility and the martial arts: a comparison with other sporting groups.","K Daniels, E Thornton",1992.0,https://bjsm.bmj.com/content/26/3/118.short,https://bjsm.bmj.com/content/bjsports/26/3/118.full.pdf,105
Martial arts injuries: the results of a five year national survey,"RB Birrer, SP Halbrook",1988.0,https://journals.sagepub.com/doi/abs/10.1177/036354658801600418,,105
Hip-deep in post-modernism,T Gitlin,1988.0,,,105
Zen and the way of the sword: Arming the samurai psyche,WL King,1993.0,,http://josephcaulfield.com/publications/Zen%20and%20the%20Way%20of%20the%20Sword.pdf,105
Is prevention of sports injuries a realistic goal? A four-year prospective investigation of sports injuries among physical education students,"M Twellaar, FTJ Verstappen…",1996.0,https://journals.sagepub.com/doi/abs/10.1177/036354659602400419,,105
Goal orientation and performance in martial arts,"LA King, TA Williams",1997.0,https://search.proquest.com/openview/bd6d11fef0b9d58d4702068802ca1448/1?pq-origsite=gscholar&cbl=30153,,105
The role of lexical aspect in the acquisition of the tense/aspect system in L2 Spanish,LM Hasbún,1995.0,https://search.proquest.com/openview/a9f68cb11e8c0e81fbc29c2d1ac66413/1?pq-origsite=gscholar&cbl=18750&diss=y,,104
Aikido and the harmony of nature,M Saotome,1993.0,https://books.google.com/books?hl=en&lr=lang_en&id=-jj3pejCXSEC&oi=fnd&pg=PT9&dq=martial+arts&ots=o_8913PYPw&sig=X6_3zhZmGifbRaQcqmyfRNK96Gs,,103
"Sharia court, tarekat and pesantren: religious institutions in the Banten sultanate",MM van Bruinessen,1995.0,https://dspace.library.uu.nl/handle/1874/20527,https://dspace.library.uu.nl/bitstream/handle/1874/20527/bruinessen_95_shariacourtterekat_religious_institutions.pdf?sequence=3&sa=U&ei=KKZsU8iyPIOd8AGA_YHgBw&ved=0CB0QFjAA&usg=AFQjCNE4djypx30KAvSAO6HSRq1O4zP3jg,103
Field measurement of dermal soil loading attributable to various activities: implications for exposure assessment,"JC Kissel, KY Richter, RA Fenske",1996.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1539-6924.1996.tb01441.x,,103
"The Tao of health, sex, and longevity: A modern practical guide to the ancient way",D Reid,1989.0,https://books.google.com/books?hl=en&lr=lang_en&id=4bbSBgAAQBAJ&oi=fnd&pg=PA11&dq=martial+arts&ots=A3eFbR26LJ&sig=El7D-uyHe2SzL-jQDgxaTTkRmzs,,101
Feminist perspectives on women warriors,F D'Amico,1996.0,https://www.tandfonline.com/doi/abs/10.1080/10402659608425983,,101
Morbidity and mortality in the martial arts: a warning.,"M Oler, W Tomson, H Pepe, D Yoon, R Branoff…",1991.0,https://europepmc.org/article/med/1994086,,100
Athletes attending a sports injury clinic--a review.,"MD Devereaux, SM Lachmann",1983.0,https://bjsm.bmj.com/content/17/4/137.short,https://bjsm.bmj.com/content/bjsports/17/4/137.full.pdf,99
Legacies of the sword: the Kashima-Shinryu and samurai martial culture,"KF Friday, S Humitake",1997.0,https://books.google.com/books?hl=en&lr=lang_en&id=JXfVINMfbx8C&oi=fnd&pg=PR7&dq=martial+arts&ots=9N7yoXdJYq&sig=4PUAPCCr8kvYA_7gHUtROpsOOSU,,98
User controlled overviews of an image library: A case study of the Visible Human,"C North, B Shneiderman, C Plaisant",1996.0,https://dl.acm.org/doi/pdf/10.1145/226931.226946,https://dl.acm.org/doi/pdf/10.1145/226931.226946,97
Attributions of control and vulnerability at the beginning and end of a karate course,ME Madden,1990.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1990.70.3.787,,96
"Getting tough on prisoners: Results from the national corrections executive survey, 1995","WW Johnson, K Bennett…",1997.0,https://journals.sagepub.com/doi/abs/10.1177/0011128797043001002,,96
The Zen Way to the Martial Arts a Japanese Master Reveals the Secrets of the Samurai,T Deshimaru,1982.0,https://philpapers.org/rec/DESTZW,,95
Warrior dreams: The martial arts and the American imagination,JJ Donohue,1994.0,,,94
The feminist self-defense movement: A case study,"P Searles, RJ Berger",1987.0,https://journals.sagepub.com/doi/abs/10.1177/089124387001001004,,94
Liberating the amazon: Feminism and martial arts,SR Guthrie,1995.0,https://www.tandfonline.com/doi/abs/10.1300/J015v16n02_12,,92
Synthesis of tactical plans for robotic excavation,S Sing,1995.0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.638.3023&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.638.3023&rep=rep1&type=pdf,92
Writing is/and therapy?: Raising questions about writing classrooms and writing program administration,W Bishop,1993.0,https://www.jstor.org/stable/20865930,,91
Karate strikes,JD Walker,1975.0,https://aapt.scitation.org/doi/abs/10.1119/1.9966,http://www.googlebordello.crushhumanity.org/internettreasures/KarateStrikesJearlDWalker.pdf,91
"Making Way: War, Philosophy and Sport in Japanese"" Jûdô""",KG Carr,1993.0,https://www.jstor.org/stable/43609931,http://judoinfo.com/wp-content/uploads/2016/07/pdf/1993jsh.pdf,90
Don't shoot the dog,K Pryor,1984.0,https://web4q.lifelearn.com/mckenzievet/files/2020/11/Don_t-shoot-the-dog-Copy.pdf,https://web4q.lifelearn.com/mckenzievet/files/2020/11/Don_t-shoot-the-dog-Copy.pdf,90
Integrating marketing communication and public relations: A stakeholder relations model,A Gronstedt,1996.0,https://books.google.com/books?hl=en&lr=lang_en&id=6mHNMPsCFvoC&oi=fnd&pg=PT188&dq=martial+arts&ots=Po9rMlyqTu&sig=aUG3AYlZCNh8cq5GKEzRkfBGzY8,,89
An electric wheelchair mounted robotic arm—a survey of potential users,SD Prior,1990.0,https://www.tandfonline.com/doi/abs/10.3109/03091909009083051,,89
Personality traits in martial artists: A descriptive approach,A Rothpearl,1980.0,https://journals.sagepub.com/doi/abs/10.1177/003151258005000209,,89
Beyond chopsticks and dragons: Selecting Asian-American literature for children,"VO Pang, C Colvin, ML Tran, RH Barba",1992.0,https://www.jstor.org/stable/20201048,,88
Supplemental education in Japan: Juku schooling and its implication,DL Harnisch,1994.0,https://www.tandfonline.com/doi/abs/10.1080/0022027940260307,https://www.tandfonline.com/doi/pdf/10.1080/0022027940260307,88
Violence in China: essays in culture and counterculture,"JN Lipman, JN Lipman, S Harrell",1990.0,https://books.google.com/books?hl=en&lr=lang_en&id=ShGfcJiA-oAC&oi=fnd&pg=PA1&dq=martial+arts&ots=rxI2hXpsyf&sig=9e_-KxmsgYHpyGv3T7iimJeB6EM,,87
Overuse injury and growing bones: the young athlete at risk.,DF Gerrard,1993.0,https://bjsm.bmj.com/content/27/1/14.short,https://bjsm.bmj.com/content/bjsports/27/1/14.full.pdf,85
The way of the warrior: The paradox of the martial arts,"H Reid, M Croucher",1991.0,,,85
Chinese Heritage Community Language Schools in the United States. ERIC Digest.,TH Chao,1997.0,https://eric.ed.gov/?id=ED409744,https://files.eric.ed.gov/fulltext/ED409744.pdf,85
Self-defense training for college women,N Cummings,1992.0,https://www.tandfonline.com/doi/abs/10.1080/07448481.1992.9936280,,85
Reinventing masculinity: The spectacle of male intimacy in the films of John Woo,J Sandell,1996.0,https://www.jstor.org/stable/1213555,,84
"Lacan, transference, and writing instruction",R Brooke,1987.0,https://www.jstor.org/stable/377811,,84
Sport in Asia and Africa: Americanization or mundialization?,EA Wagner,1990.0,https://journals.humankinetics.com/view/journals/ssj/7/4/article-p399.xml,,84
Wang Shuo and Liumang (Hooligan') Culture,G Barmé,1992.0,https://www.journals.uchicago.edu/doi/pdf/10.2307/2950054,,83
Arthroscopic management of wrist triangular fibrocartilage complex injuries in the athlete,"TL Whipple, WB Geissler",1993.0,https://journals.healio.com/doi/abs/10.3928/0147-7447-19930901-16,,83
Groundworks: Narratives of Embodiment Volume II,DH Johnson,1997.0,https://books.google.com/books?hl=en&lr=lang_en&id=pRnAGCOBxFEC&oi=fnd&pg=PA15&dq=martial+arts&ots=e0DpOzMMuq&sig=W5SgVVnoPbx1j3QYUaEbaM5IwiE,,82
"Stress management techniques in childhood and adolescence: Relaxation training, meditation, hypnosis, and biofeedback: Appropriate clinical applications","MS Smith, WM Womack",1987.0,https://journals.sagepub.com/doi/abs/10.1177/000992288702601105,,82
East meets West: Parallels between Zen Buddhism and social psychology,WD McIntosh,1997.0,https://www.tandfonline.com/doi/abs/10.1207/s15327582ijpr0701_5,,82
Karate: historical perspective and injuries sustained in national and international tournament competitions,"MV Stricevic, MR Patel, T Okazaki…",1983.0,https://journals.sagepub.com/doi/abs/10.1177/036354658301100507,,82
From Revolutionary to Semi-Bureaucrat: The “Regularisation” of Cadres,EF Vogel,1967.0,https://www.cambridge.org/core/journals/china-quarterly/article/from-revolutionary-to-semibureaucrat-the-regularisation-of-cadres/3F5ED0CB86644E2BEC51FA098BB38F5B,,81
The martial arts and mental health: The challenge of managing energy,"FC Seitz, GD Olson, B Locke…",1990.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1990.70.2.459,,81
Fists of fury: Discourses of race and masculinity in the martial arts cinema,Y Tasker,1997.0,https://www.degruyter.com/document/doi/10.1515/9780822397748-013/html?lang=en,,81
Metabolic and cardiorespiratory responses to the performance of Wing Chun and T'ai Chi Chuan exercise,"D Schneider, R Leung",1991.0,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2007-1024689,,81
The physics of karate,"SR Wilk, RE McNair, MS Feld",1983.0,https://aapt.scitation.org/doi/pdf/10.1119/1.13498,,81
Dental and facial injuries following sports accidents: a study of 130 patients,"CM Hill, RF Crosher, DA Mason",1985.0,https://www.sciencedirect.com/science/article/pii/0266435685900439,,80
The 'White Negro'revisited,L Back,1994.0,https://books.google.com/books?hl=en&lr=lang_en&id=mzuIAgAAQBAJ&oi=fnd&pg=PA171&dq=martial+arts&ots=7s0mjcb13N&sig=yiCikgaItdtSoW4u_j8qp0Dx6VY,https://www.academia.edu/download/35035697/dislocating_masculinity.pdf#page=183,80
Bushidō or Bull? A Medieval Historian's Perspective on the Imperial Army and the Japanese Warrior Tradition,KF Friday,1994.0,https://www.jstor.org/stable/494774,http://rauschreading09.pbworks.com/f/Medieval%2BJapanese%2BWarrior%2Barticle.pdf,79
"Trends in sports injuries, 1982-1988: an in-depth study on four types of sport.","EM Tenvergert, HJ Ten Duis…",1992.0,https://europepmc.org/article/med/1434593,,79
The complete book of Chinese health and healing: Guarding the three treasures,D Reid,1994.0,,,78
Classical budo,DF Draeger,1973.0,,,78
"Animal welfare, animal rights and agriculture",BE Rollin,1990.0,https://academic.oup.com/jas/article-abstract/68/10/3456/4705320,https://www.wellbeingintlstudiesrepository.org/cgi/viewcontent.cgi?article=1040&context=acwp_awap,77
Physiologic profile of tae kwon do black belts,"WR Thompson, C Vinueza",1991.0,https://www.tandfonline.com/doi/abs/10.1080/15438629109511939,,76
Martial arts: The spiritual dimension,P Payne,1981.0,,,76
Transpersonal education: A curriculum for feeling and being,"G Hendricks, J Fadiman",1976.0,,,76
Ecology in education,M Hale,1995.0,https://books.google.com/books?hl=en&lr=lang_en&id=fZdJAYTB854C&oi=fnd&pg=PR9&dq=martial+arts&ots=AJZEqBUsiC&sig=6kC0DztemqK2EsRios8HvQ_FSMc,,76
Reading and writing as meditation,J Moffett,1983.0,https://www.jstor.org/stable/41962389,https://files.eric.ed.gov/fulltext/ED243139.pdf#page=64,75
Aikido: A model for brief strategic therapy,DT Saposnek,1980.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1545-5300.1980.00227.x,,75
Multistate education: Metacognitive implications of the mindbody psychotechnologies,TB Roberts,1989.0,https://search.proquest.com/openview/ba24261a8df395d546a01e4e1faad85d/1?pq-origsite=gscholar&cbl=1816469,,75
Organisational structures and contexts in British national governing bodies of sport,"EI Theodoraki, IP Henry",1994.0,https://journals.sagepub.com/doi/abs/10.1177/101269029402900302,,75
Traumatic hyphaema: a retrospective study of 314 cases.,P Kearns,1991.0,https://bjo.bmj.com/content/75/3/137.short,https://bjo.bmj.com/content/bjophthalmol/75/3/137.full.pdf,74
Alternatives: popular religious sects in Chinese society,DL Overmyer,1981.0,https://journals.sagepub.com/doi/pdf/10.1177/009770048100700202,,74
Control and restraint training: a study of its effectiveness in a medium secure psychiatric unit,J Parkes,1996.0,https://www.tandfonline.com/doi/abs/10.1080/09585189608415035,https://www.tandfonline.com/doi/pdf/10.1080/09585189608415035,73
The Pilgrimage to Wu-tang shan,J Lagerwey,1992.0,https://books.google.com/books?hl=en&lr=lang_en&id=kvQbsHHh4AoC&oi=fnd&pg=PA293&dq=martial+arts&ots=CZAxBBX6Tp&sig=4c0jexN-Z0GNsBRXpbys-1vj5F0,,73
The Rationality and Enforceability of Contractual Restrictions on Divorce,TF Haas,1987.0,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/nclr66&section=42,https://scholarship.law.unc.edu/cgi/viewcontent.cgi?article=3163&context=nclr,73
Relating scales on the Children's Personality Questionnaire to training time and belt rank in ATA taekwondo,"M Kurian, MP Verdi, LC Caterino…",1994.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1994.79.2.904,,73
Perceived vulnerability and control of martial arts and physical fitness students,ME Madden,1995.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1995.80.3.899,,73
Towards a Western philosophy of the Eastern martial arts,"A Bäck, D Kim",1979.0,https://www.tandfonline.com/doi/pdf/10.1080/00948705.1979.10654147,,72
Process-psychodynamic groups for men who batter: A brief treatment model,"KO Browne, DG Saunders…",1997.0,https://journals.sagepub.com/doi/abs/10.1606/1044-3894.774,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/90020/Browne-Saunders-Staeker%20Process-psychodynamic%20groups%20for%20men%20who%20batter%20FIS.pdf?sequence=1,72
Psychological research on the martial arts: An addendum to Fuller's review,"PJ Columbus, DL Rice",1991.0,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/j.2044-8341.1991.tb01650.x,,71
"Space, place, and spectacle: The crisis cinema of John Woo",T Williams,1997.0,https://www.jstor.org/stable/1225775,,70
Introduction to the DofE,"M Jones, M Ford",1991.0,https://epchs.co.uk/wp-content/uploads/2018/10/introduction_to_the_dofe-PARENT-MEETING-1.pdf,,69
Technological dramas and the police: Statement and counterstatement in organizational analysis,PK Manning,1992.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-9125.1992.tb01107.x,,69
How to say no to a rapist and survive,F Storaska,1975.0,https://www.ojp.gov/ncjrs/virtual-library/abstracts/how-say-no-rapist-and-survive,,69
Necessity and Extravagance in Maxine Hong Kingston's The Woman Warrior: Art and the Ethnic Experience,SC Wong,1988.0,https://www.jstor.org/stable/467038,,68
Techniques for mouthguard fabrication,"PA Guevara, DN Ranalli",1991.0,https://www.sciencedirect.com/science/article/pii/S0011853222008333,,68
Acupressure way of health: Jin shin do,I Teeguarden,1978.0,,,68
The Chinese martial arts in historical perspective,SE Henning,1981.0,https://www.jstor.org/stable/1987462,,68
An analysis of students' reasons for studying martial arts,"SW Twemlow, BH Lerma…",1996.0,https://journals.sagepub.com/doi/abs/10.2466/pms.1996.83.1.99,,67
A core phantasy in violence,RJ Perelberg,1995.0,https://www.pep-web.org/document.php?id=IJP.076.1215A,https://www.academia.edu/download/64709331/A_Core_Phantasy_in_Violence.pdf,67
Skeletal changes associated with chronic isotretinoin and etretinate administration,"J McGuire, JP Lawson",1987.0,https://www.karger.com/Article/Abstract/248881,,67
An electroencephalographic study of hemispheric processing patterns during karate performance,"D Collins, G Powell, I Davies",1990.0,https://journals.humankinetics.com/view/journals/jsep/12/3/article-p223.xml,https://scholar.archive.org/work/pqzcggpsqfandfqrphbgx5k56y/access/wayback/http://fitnessforlife.org/AcuCustom/Sitename/Documents/DocumentItem/9258.pdf,67
Martial Epigrammata,WM Lindsay,1963.0,https://philpapers.org/rec/LINME-2,,66
The physics of karate,"MS Feld, RE McNair, SR Wilk",1979.0,https://www.jstor.org/stable/24965179,https://www.kondonoshokai.com/gallery/scientificamerican0479-1501.pdf,66
The assessment of subjective well-being and its relationship to the stress process,B Schlosser,1990.0,https://www.tandfonline.com/doi/abs/10.1080/00223891.1990.9673980,,65
Buddhist women on the edge: Contemporary perspectives from the Western frontier,M Dresser,1996.0,https://books.google.com/books?hl=en&lr=lang_en&id=UFG17nJzKagC&oi=fnd&pg=PR11&dq=martial+arts&ots=PwzDDdBUeO&sig=PtuAyemwTuiAFqOav62SBaFVXXk,,64
The mark of Zorro: Sexuality and gender relations in the Tsotsi subculture on the Witwatersrand,C Glaser,1992.0,https://www.tandfonline.com/doi/pdf/10.1080/00020189208707749,,63
Modern Bujutsu & Budo,DF Draeger,1974.0,,,63
Science and the single case in counseling research,D Frey,1978.0,https://onlinelibrary.wiley.com/doi/abs/10.1002/j.2164-4918.1978.tb04624.x,,63
The coaching club—teaching responsibility to inner-city students,D Hellison,1993.0,https://www.tandfonline.com/doi/pdf/10.1080/07303084.1993.10609980,https://www.tandfonline.com/doi/pdf/10.1080/07303084.1993.10609980,62
Precompetition injury and subsequent tournament performance in full-contact taekwondo.,"M Feehan, AE Waller",1995.0,https://bjsm.bmj.com/content/29/4/258.short,https://bjsm.bmj.com/content/bjsports/29/4/258.full.pdf,62
MARTIAL ARTS AS A RESOURCE FOR LIBERAL EDUCATION: THE CASE OF,DN Levine,1991.0,,https://literariness.org/wp-content/uploads/2021/02/Literariness.org-Mike-Featherstone-Mike-Hepworth-Bryan-S-Turner-The-Body_-Social-Process-and-Cultural-Theory-1991-Sage-Publications-Ltd.pdf#page=416,62
The apprehension of psychic reality: extensions of Bion's theory of alpha-function,PC Sandler,1997.0,https://www.pep-web.org/document.php?id=IJP.078.0043A,,62
Handbook of Chinese popular culture,P Murphy,1994.0,https://books.google.com/books?hl=en&lr=lang_en&id=V0R-3zFSJbkC&oi=fnd&pg=PR7&dq=martial+arts&ots=DQZe23UtKM&sig=XOFkq-Jqoigys7UcxlqSPlLOEDs,,61
Gina as Steven: The social and cultural dimensions of a media relationship,JL Caughey,1994.0,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/var.1994.10.1.126,,61
Unreported injuries in the Martial Arts.,"RB Birrer, CD Birrer",1983.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859023/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859023/pdf/brjsmed00246-0065.pdf,61
Reflective inquiry: a method for organizational learning,"C Keating, T Robinson, B Clemson",1996.0,https://www.emerald.com/insight/content/doi/10.1108/09696479610126699/full/html,,61
The ethnography of everyday life: Theories and methods for American culture studies,JL Caughey,1982.0,https://www.jstor.org/stable/2712776,,61
The classification of the fighting arts,"J Donohue, K Taylor",1994.0,,,61
"Heart rate, blood lactate responses and ratings of perceived exertion to 1, 000 punches and 1, 000 kicks in collegiate karate practitioners","H Imamura, Y Yoshimura, K Uchida, A Tanaka…",1997.0,https://www.jstage.jst.go.jp/article/ahs/16/1/16_1_9/_article/-char/ja/,https://www.jstage.jst.go.jp/article/ahs/16/1/16_1_9/_pdf,60
Self-defense training and women's fear of crime,P McDaniel,1993.0,https://www.sciencedirect.com/science/article/pii/027753959390078N,,60
CT myelography of a fragment of a lumbar disk sequestered posterior to the thecal sac.,"JD Lutz, RR Smith, HM Jones",1990.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8367466/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8367466/pdf/2140924.pdf,59
Cultural support for birth limitation among urban capital-owning women,H Gates,1993.0,https://books.google.com/books?hl=en&lr=lang_en&id=La4wDwAAQBAJ&oi=fnd&pg=PA251&dq=martial+arts&ots=EbJc4zabTc&sig=J-n_s6UmOpsb7KkAsbK3KSwxn2s,,59
"Chandralekha: woman, dance, resistance",R Bharucha,1995.0,,,59
Early season anterior cruciate ligament tears: a treatment dilemma,"WR Shelton, GR Barrett…",1997.0,https://journals.sagepub.com/doi/abs/10.1177/036354659702500511,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.897.2024&rep=rep1&type=pdf,59
Global Bodies/Postnationalities: Charles Johnson's Consumer Culture,B Brown,1997.0,https://online.ucpress.edu/representations/article-pdf/doi/10.2307/2928822/239648/2928822.pdf,,59
Encyclopedia of new age beliefs,"J Ankerberg, J Weldon",1996.0,https://books.google.com/books?hl=en&lr=lang_en&id=SghdYBbMds0C&oi=fnd&pg=PR7&dq=martial+arts&ots=n0Nol5k7nP&sig=jr1D3S5TX03g7_bScDY28zK5fNk,,58
Peacekeeping and peacemaking: The conceptual foundations of a plan to reduce violence and improve the quality of life in a midsized community in Jamaica,"SW Twemlow, FC Sacco",1996.0,https://www.tandfonline.com/doi/pdf/10.1080/00332747.1996.11024757,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7833&rep=rep1&type=pdf,58
John Blacking and the development of dance anthropology in the United Kingdom,A Grau,1993.0,https://www.cambridge.org/core/journals/dance-research-journal/article/john-blacking-and-the-development-of-dance-anthropology-in-the-united-kingdom/8865B1AB930EBB0B0EE350AC4DDCB71E,https://www.academia.edu/download/33953421/Grau_1993__Blacking.pdf,58
Aikido: The way of harmony,"J Stevens, R Shirata",1984.0,,,57
Sports participation—How much does it cost?,"KL Lamb, LP Asturias, K Roberts, DA Brodie",1992.0,https://www.tandfonline.com/doi/pdf/10.1080/02614369100390281,,57
Somaesthetics and the body/media issue,R Shusterman,1997.0,https://journals.sagepub.com/doi/pdf/10.1177/1357034X97003003002,https://www.academia.edu/download/80816761/1357034x97003003002.pdf,57
The social world of karate-do,"A James, R Jones",1982.0,https://www.tandfonline.com/doi/abs/10.1080/02614368200390271,,57
Perceptions of safety: A comparison of foot patrol versus motor patrol officers,"RC Trojanowicz, DW Banas",1985.0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.723.1583&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.723.1583&rep=rep1&type=pdf,56
Pisiform fractures,"MA Fleege, PJ Jebson, DL Renfrew, CM Steyers…",1991.0,https://link.springer.com/article/10.1007/BF00241660,,56
Physics and the art of kicking and punching,H Blum,1977.0,https://aapt.scitation.org/doi/abs/10.1119/1.10911,,56
Popular conceptions of mental health in Japan,M Lock,1982.0,https://link.springer.com/chapter/10.1007/978-94-010-9220-3_8,,56
Behind the Japanese bow,B De Mente,1993.0,,,56
The Implementation of a Video-Enhanced Aikido-Based School Violence Prevention Training Program To Reduce Disruptive and Assaultive Behaviors among …,AJ Edelman,1994.0,https://eric.ed.gov/?id=ED384187,https://files.eric.ed.gov/fulltext/ED384187.pdf,56
The psychoanalytical foundations of a dialectical approach to the victim/victimizer relationship,SW Twemlow,1995.0,https://www.pep-web.org/document.php?id=JAA.023.0545A,,55
Phallos Politikos: Representing the Body Politic in Athens,JJ Winkler,1990.0,https://read.dukeupress.edu/differences/article-abstract/2/1/29/298391,,55
Pediatric peroneal mononeuropathy: a clinical and electromyographic study,"HR Jones Jr, KJ Felice, PT Gross",1993.0,https://onlinelibrary.wiley.com/doi/abs/10.1002/mus.880161105,,54
Restoring the Black Man's Lethal Weapon Race & Sexuality in Contemporary Cop Films,C Ames,1992.0,https://www.tandfonline.com/doi/pdf/10.1080/01956051.1992.9944228,https://www.tandfonline.com/doi/pdf/10.1080/01956051.1992.9944228,54
Philosophical perspective on the martial arts in America,CB Becker,1982.0,https://www.tandfonline.com/doi/pdf/10.1080/00948705.1982.9714384,https://www.tandfonline.com/doi/pdf/10.1080/00948705.1982.9714384,54
Beyond jogging: The innerspaces of running,M Spino,1977.0,,,54
Reflex and reflectivity: Wuwei in the Zhuangzi,A Fox,1996.0,https://www.tandfonline.com/doi/abs/10.1080/09552369608575428,,54
Out-of-body experiences,CT Tart,1978.0,http://www.survivalafterdeath.info/pdfs/esalen/1998/obes-by-charles-tart.pdf,http://www.survivalafterdeath.info/pdfs/esalen/1998/obes-by-charles-tart.pdf,53
Chinatown's immigrant gangs: The new young warrior class,"D Joe, N Robinson",1980.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-9125.1980.tb01369.x,,53
The Body's Endeavors as,CJ Novack,1995.0,https://books.google.com/books?hl=en&lr=lang_en&id=TAL61XwNf_8C&oi=fnd&pg=PA177&dq=martial+arts&ots=fvH0-1Tuu6&sig=OypBb5TfF3N3spf4yjf3h0Y7j4o,,53
Patient selection and treatment modalities for chronic anal fissure,FR Sharp,1996.0,https://www.sciencedirect.com/science/article/pii/S0002961096000177,https://www.academia.edu/download/74038034/s0002-9610_2896_2900017-720211101-11032-1alwid0.pdf,53
"The martial spirit: An introduction to the origin, philosophy, and psychology of the martial arts",H Kauz,1977.0,https://philpapers.org/rec/KAUTMS/,,52
